scenario_group,valve_context,thickness_mm,pore_index_0_1,degradation_half_life_months,material_risk_index_0_1,morphology_index_0_1,target_gradient_mmHg,predicted_gradient_mmHg,effective_orifice_area_cm2,residual_Mw_12m_percent,integration_12m_index_0_1,region_specificity_hinge_belly_ratio,regurgitation_fraction_percent,failure_risk_0_1,objective_score,feasible,result_type
baseline,aortic_high_pressure,0.415178320597694,0.7321192868595744,29.820668962146353,0.6404428445550606,0.5157547199541942,32.75,24.54478038060273,2.595515079434662,70.33016767965067,0.8328555719808967,4.246708459674206,11.808915064140319,0.07097451670383992,0.5135131189403617,1,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.8877502405213115,0.793950336192137,39.18689322403539,0.34476087048183424,0.6628699401126431,32.75,45.13379031874837,1.731420984549725,81.06298691817145,0.6743865728463293,4.064259414589099,15.156158847021363,0.17131169058051818,0.41536032589232114,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.6472853520685649,0.5551007611010398,21.341201174999824,0.6035219437130359,0.5069379591798115,1.4,5.0,2.078070473551057,63.049202755125606,0.5968035840529468,4.41210346863052,17.45976848921333,0.3849041785511369,0.04961174130236319,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.7993473712802054,0.39683253277139263,25.19800234732725,0.851232140281662,0.8965498983508027,32.75,47.03645763777547,1.7334866826420545,65.82037042964991,0.4970307084119456,3.1110103437618357,10.158143767666942,0.6574828998008334,0.18826073755215753,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.4769020690032315,0.2936270853455963,23.587693437325495,0.5923010889731318,0.43522536342351753,1.4,5.0,2.3411706873886544,66.63582972208384,0.6506543211585729,5.104163684891882,7.42512481182048,0.31387331749085623,0.10410259626796808,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.29315291351706035,0.5197266236923281,11.433185840759261,0.6750795121577433,0.06432467273573983,1.4,5.0,2.7714892239803266,47.755244654839764,0.46712388280039996,2.45694740763238,14.830124988490105,0.9042234481653115,-0.09491732342252066,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.5713970689634595,0.3332746567079429,15.574463824851307,0.37895296839922155,0.26273618186808606,1.4,5.0,2.1791202368002773,57.45365387491477,0.6668706595152823,4.024778146988369,15.122933821520306,0.2527889641273465,0.11312436550753723,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.15424466768854903,0.5576856233425006,24.88436353934343,0.19376462086043822,0.5005461722959903,32.75,14.005592911629195,2.912286980074117,70.46583219157725,0.5019217402937562,4.82753987359882,19.965006175255528,0.45074677401646557,0.2751589860481017,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.8034864961936947,0.6589871442586739,10.1559777642562,0.3385256562049155,0.5365146666997958,32.75,46.94932163601898,1.7718393627106401,38.9811648069557,0.7407704373574698,6.572018515713754,17.69172716848479,0.7392197638019233,0.27249638503082363,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.6369147392537551,0.10947128982745535,37.80678173788446,0.9178543838336972,0.5471463103808482,32.75,32.21946276079245,1.9967151406169037,73.26418191442966,0.4176750118900435,3.900651028872113,9.484690148135225,0.09574583272983003,0.3164431522842704,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.7443745790725678,0.050960718520472514,11.962997822187866,0.6096302460078233,0.6930968884430739,32.75,50.04629494809634,1.8650500539027945,43.95355684909172,0.495347347144758,9.223679176070666,12.776213150573927,0.6508545934705388,0.1641318989739923,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.40134707291038807,0.24104942495666865,14.335383885341027,0.29976000749061366,0.2971833283557751,32.75,25.06276919401151,2.4549242353238228,57.8953778965472,0.47204726315499573,6.417477558755697,7.398599912148866,0.2706139687091259,0.3297717543408042,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.9250933207356677,0.8550603479469029,32.49027916603637,0.4558237404458934,0.6484133111373295,1.4,15.61751992716364,1.6644998941011986,76.6887909862936,0.7592564686828417,3.8449509709519694,12.511432779898094,0.2629485357563006,-0.7570296948149524,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.859152953123868,0.6316616869057032,11.101905337258039,0.8019617336878949,0.6836290458072914,32.75,48.77748360632013,1.7580817461253269,41.51064942948219,0.6192355830541906,3.245168226354309,18.201761518189937,0.6364324727156709,0.19798940934374887,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.7616259725126976,0.20476431674332057,36.8088991876931,0.6515992136351961,0.4201526773587436,32.75,46.179264389425896,1.6785741807858088,75.43094944712111,0.40766145823530303,2.9282394835018066,13.86058219151039,0.29649694222717476,0.24214831771741763,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.26544290167417245,0.8512375656412569,31.22243106312114,0.5545875566562514,0.4119521892316898,32.75,19.191037291242615,3.010169947428041,72.05412064963059,0.5826182494134579,4.528371634618328,15.191254588390143,0.5959614928480919,0.3184539472579724,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.4967128531679791,0.47296034625860595,10.195867427483485,0.846646588970457,0.21103230709080478,1.4,5.0,2.3639900886098593,38.204070577846515,0.3528100835844185,3.259084924718938,11.40596696730858,0.2565367409872609,-0.08220196767095445,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.13723320091914445,0.47848258101079455,30.139105961140892,0.6551956149951113,0.4225886386298363,1.4,5.0,2.9564847912785024,74.0852442001635,0.2128569890913212,6.902854002084453,11.311180064915062,0.734517620660187,-0.1650469072468605,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.23114606825741565,0.8919877494583895,28.21211334948217,0.6284567577119858,0.7581346625363111,32.75,22.37700164570107,2.9692509498844113,70.91895049216609,0.6998638278618693,3.6269480734875654,15.601614553172846,0.706178547703291,0.3410195712618136,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.6805916102560864,0.10353802296500601,32.235181847677396,0.22079132348969133,0.8680757049948955,1.4,8.120152427022635,1.8404907906698376,81.46627100488915,0.5795415516435398,4.248567373188006,8.727820678317698,0.04387748101148812,-0.11862548898180303,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.7330478325216445,0.24366044716584667,34.50233127965875,0.145749814711167,0.5842518721861689,1.4,14.414200457902435,1.940460395030378,81.04802876757226,0.5579770197421284,5.524633751404129,13.733962698604204,0.134507999951172,-0.6714243417358754,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.9223832725690785,0.5771941926392502,30.98721802154096,0.9186279053516591,0.3194333090188689,1.4,20.05489023605991,1.588969427224662,75.59809701299235,0.5245338075357947,3.357717405279233,13.003948265101968,0.3332734069905866,-1.0,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.3769515544174291,0.22593785862380367,26.7576414486711,0.5889725330903174,0.6640607467937583,1.4,5.0,2.4945963271089586,72.30997524799805,0.5955682052311014,5.274078561712589,7.875048134921858,0.0488472368497635,0.14152162888429085,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.4148907501296385,0.661574308288062,18.318826194616886,0.42411506823178613,0.7161315878264035,1.4,5.0,2.610982749195254,60.53957498102246,0.7049007416317576,6.781670334606127,10.033954516765913,0.41561579091926476,0.12657952333388744,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.4991224395844367,0.24268306040304816,30.31275717855773,0.5801187388191958,0.34899150090259606,32.75,29.67740631761628,2.2047866036017694,74.88687961584375,0.6424947767283297,4.886035389047035,10.02303350598128,0.06649299007319928,0.4465767836663864,1,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.26105065522164284,0.1392412735389329,38.62309070818495,0.10563076496454385,0.7938930753405921,32.75,24.75931846840378,2.6798050017897603,79.27790784981521,0.5108435622596356,5.866536987270623,14.920448526915036,0.6136545222931239,0.3369090922680307,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.2104332795351509,0.23628664367675578,26.800696976923977,0.7899145465136961,0.11632624892450606,32.75,18.856596424299727,2.8130274916906246,73.83963945166919,0.2921248299123206,4.6520992241461485,16.39671085747789,0.5553674885730694,0.15905646451703898,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.5043491872920437,0.430460630844856,29.259035789896124,0.24498098200790236,0.059678345840022975,1.4,5.0,2.1958614050786363,75.16385477445499,0.5411079745372144,2.2357177248286035,7.298463647866128,0.056317319677782085,0.13517267987307488,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.2928729466932515,0.2085244692557719,21.988097350393623,0.7740914056861523,0.16067369536884732,1.4,5.0,2.6504322144041015,65.67601721242605,0.2206816264288283,5.079041577780798,17.17396467259857,0.9393578710626552,-0.18584847975202473,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.6693418954801338,0.17122282243101256,32.195865911778384,0.5309405989372495,0.19040751304475872,1.4,8.347064108664046,1.9233068809418243,75.16102192808998,0.5463361209733112,4.776402582092151,10.954502444605986,0.06690163118498288,-0.18772579246362298,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.4715791310414811,0.8242536975970467,39.92535655483635,0.2989148122912125,0.8410361296529492,1.4,5.0,2.5284910239521974,84.19921747917623,0.5812698154222058,6.58429965458389,8.260841094655259,0.06687309076689586,0.17893215706002452,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.8077764666491618,0.33835748323757703,13.132458370167555,0.07718895341786342,0.43248353199915274,1.4,16.075617109743217,1.7345186406889341,49.14802603839825,0.4983172821778755,5.828084197223552,12.483102970742546,0.6574386357180637,-0.9847896985480381,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.6952253367019117,0.3746828178664282,14.476968944120394,0.7842500197939452,0.2974385227733435,32.75,41.82818483998634,1.9714594588024181,57.36231677331815,0.5142556880069572,4.152146572493937,10.866506348833296,0.3343019439655939,0.2683206414373603,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.3655116451747349,0.09974336855110487,25.262008277260463,0.20881412732237598,0.4361676043881374,32.75,28.141384461911837,2.5659596208932984,70.5405529256041,0.35544921525635664,7.191753489192023,14.146598142114808,0.03719502106925907,0.365016782945655,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.8074208311859209,0.3716326611518487,23.404012712373063,0.0966246040758861,0.405356803430569,1.4,5.0,1.64960598126215,66.13917958305936,0.5135470999809862,4.180457378343659,11.311715574743527,0.16471083279223453,0.07456547416037153,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.7840497038722816,0.28832645958942166,26.290233104215,0.7302899577432928,0.32131550118921526,1.4,11.298444254166863,1.7302842835837475,67.71124441188002,0.6072434070776047,5.006607231562411,8.608991159641402,0.41616476108488987,-0.5100109522284687,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.4293566221756483,0.5994365606076096,9.570369527176737,0.36503890013568085,0.17410962417076878,1.4,5.0,2.570145145874335,36.1624920064478,0.6415733974207866,3.6184712032767035,11.767047666962617,0.3240124857684055,0.07344403151682516,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.3450788883407075,0.23485126790516603,20.936846602574366,0.4004006050324849,0.6403239157764925,1.4,5.0,2.582194051227077,67.04699684315277,0.4178397575989702,6.115891054586228,8.290178910520616,0.38507614696246784,0.02307133458257405,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.6801211783787291,0.8495289077565564,26.655304386097946,0.27236082855264704,0.1729439625016898,1.4,6.632335284711804,2.181365401621158,69.37319612444898,0.6641187473189578,3.320951789649915,10.179397510881177,0.2590732540915202,0.001143428493447271,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.21878961106791334,0.8866999588275996,26.726123241758806,0.8232606308272074,0.7478820074054069,1.4,5.0,3.2236835425523522,69.97209579151134,0.4948679322129028,8.171083059215047,13.955848623933553,0.862969583692895,-0.04915717788798835,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.26992197210384206,0.13984795145911116,29.034686776587954,0.31759657349587883,0.2315192119524082,1.4,5.0,2.6973873427496478,76.49680272779847,0.39176151081775185,9.35603307430774,18.671933290357924,0.3235234045929948,0.03571116368744795,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.10625792928835469,0.1466626606597195,31.04691292808524,0.23917331277592146,0.7082341764199804,1.4,5.0,3.0411674179026535,73.74137060812835,0.3395410347851562,7.3962223380556695,13.993100608385088,0.7347861199323689,-0.08466539728054122,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.7688857208768176,0.15379379429988915,28.52951050690741,0.32832475370254044,0.7750274951259203,32.75,36.38926334344169,1.7138049083559281,72.56277817161386,0.3823010074075889,9.546166797656179,14.96464494644384,0.07446211004293157,0.3253550459542667,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.6651232281032273,0.6076123306792808,33.28778097246192,0.23283461765065727,0.16279340879700566,1.4,5.635856396088268,2.0080054076367158,73.583683982064,0.6445443161879749,2.3401715334292192,8.846848538678035,0.06050754445787453,0.11217813244419353,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.6993905718323848,0.1597720677886606,27.992340309906933,0.33588969872468666,0.12807119145920365,1.4,6.270172165177938,1.8427254476946346,71.81127869077054,0.490413181164451,2.694666312325563,10.737734035711302,0.06912713564398296,-0.02800473592764735,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.7636196763686727,0.8171440861372397,25.200245201190544,0.12464260058135573,0.9046154935882939,1.4,5.0,2.037154503846273,77.76173310789596,0.8394134328165158,4.409044028421625,14.969989464766954,0.03264763845516329,0.2706160277986998,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.49007840920758894,0.7288443634441032,27.39828572440995,0.19267702620751248,0.46674212607732257,1.4,5.0,2.4833313387111904,74.89434534512486,0.6894655478929601,4.390548580042599,9.890435561953348,0.04290986277579832,0.21770074995967018,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.5834300165599596,0.7878279724142216,11.238187736106635,0.425347595056533,0.6172119454756895,1.4,5.0,2.332544869632962,45.129102805149856,0.7291213266388245,4.193640792812536,15.148664854514083,0.44842865052063263,0.0897427654599717,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.21882744840850882,0.5234544741974188,16.74100930321664,0.8415201700308886,0.07093439610959099,32.75,21.445711456750985,2.8590445262763935,55.52837915316028,0.5119202881812551,2.232430209586089,14.797148876904956,0.9300715994846438,0.16874004403435253,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.19735056250557742,0.947009490367238,24.8767929810602,0.10156167205005726,0.30083916250070586,32.75,13.381603466312262,3.0339064141966037,71.01610421487922,0.6011499424131238,5.786184659673861,16.112607132401685,0.40712732812334546,0.3494458581242624,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.6681425175219009,0.08975759264974514,35.93559089285463,0.2414072360840276,0.5048578891034475,32.75,41.93096868590804,1.8862652957604635,78.57598495816252,0.5970572299097134,10.936490323662442,16.232873180122045,0.038712207281056815,0.4273673516182501,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.5004317752216626,0.41113846776750196,29.72964980121578,0.8675111079874366,0.8475964820504635,1.4,5.0,2.378564911825461,70.64351689701759,0.5614809517159801,8.382066883950356,5.68519195814433,0.0831930633492107,0.09062536838031901,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.5804506905090105,0.3415430020438725,10.893058511100723,0.8510132067439294,0.29429547580793863,1.4,5.0,2.216805312369136,44.09491543649441,0.5713477960591569,6.562853542147814,5.3756249170461565,0.36714398280269533,-0.0052183346103815975,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.7502490288036217,0.9037809488413769,26.95279841422094,0.6615057499663471,0.7476721878728476,1.4,5.1920782416975175,1.9545341139808106,68.08669423341345,0.6404057765049848,4.9468775511913,9.48122955697648,0.5281094018346604,0.02679993930063764,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.6395105720005021,0.5691748626478336,15.095615604387167,0.26642619868571416,0.6459916354328317,1.4,5.0,2.1819292246803372,54.04211484544479,0.6889503151897872,3.5702262403969285,11.503431723683315,0.2638389559893789,0.12363164291094172,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.5705424905592964,0.7755718689002526,31.488529913239134,0.4278295049502071,0.15374369102517046,32.75,35.00326563563523,2.26756455629588,75.78591798521934,0.5644515281586766,3.9321125756765536,5.445372041670153,0.04603185733144661,0.4370148239488009,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.5753260866336015,0.20330707429266698,34.478107280279914,0.24009889499416853,0.31403765551279683,1.4,5.0,2.1480733826547813,74.56264558989017,0.4821427830411881,9.77586813027815,12.96262264140505,0.057085696183474914,0.10720334851152231,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.3583575833532203,0.930770729510395,26.990600722879147,0.16572965821268293,0.26407763279475777,1.4,5.0,2.7475902597840687,74.55560094063935,0.750073489781889,3.388588080417089,10.786766736222233,0.05961821248837295,0.2552417451641647,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.1261951593827485,0.4987755921886836,26.92360351205471,0.3919985550625023,0.44827482881595687,1.4,5.0,3.162643415670119,71.62281964899586,0.3623698952894564,3.883908316658724,20.50597558300489,0.6235414742148433,-0.06101335937042459,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.471209780847508,0.49430486864358114,18.83492618274605,0.5682394445633152,0.6218008187428258,1.4,5.0,2.3698428021529967,57.172931079402105,0.6640833353293638,7.138374144336674,12.083712313780932,0.3663688098757337,0.08766882317229521,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.28239697189659985,0.923796255691164,22.2800006771619,0.37393940791832464,0.44007777995765596,32.75,16.654318602004302,2.9140565216197234,67.43490339973874,0.7466115777469338,6.157944065783998,16.380125593744438,0.9136994763014449,0.33382795720321123,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.4472493471659408,0.3926591250954305,35.65146732209105,0.5997420954193727,0.2700829181766254,1.4,5.0,2.46016767658393,72.27927094065888,0.4800673451632238,3.265697265555243,12.867832337882401,0.08228506712232025,0.08502294954638678,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.8253926122779411,0.4077725220994936,31.14625059094901,0.3166292618413749,0.6762908914054478,1.4,16.046384453013218,1.6537505522154332,76.87165904469724,0.6688025620797731,4.604866855650696,15.817259852787167,0.16882096145275263,-0.8057924865018663,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.29884856298553963,0.576277432524443,24.63211711026698,0.36126547498471123,0.5760239852403408,1.4,5.0,2.7421461714759103,69.09489490744295,0.6039234735250818,3.918648416333072,14.319824863431993,0.8506914188944784,0.03493286062738629,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.14955733043570613,0.16524734949300823,19.78343635994787,0.7616062324801486,0.5173825166741227,32.75,16.05814900747972,2.8564880090872404,66.87620041129357,0.3059335650433401,5.196773829228778,12.608485557377845,0.8461675045545928,0.08095404421095252,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.33917630821869704,0.3389770637706694,9.61215162523374,0.8404832578044722,0.5489776377013805,1.4,5.0,2.549880328579645,40.987006848516465,0.505898141524126,7.225113415660722,8.046585990767298,0.37979759934600293,-0.022829856894702023,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.34955469410168105,0.2238874902006175,12.576236842444324,0.3398306733779468,0.24971058166444116,32.75,25.421844868965536,2.4964991755984753,47.432499436844815,0.5602382197820377,3.4345705227705605,9.369815313632207,0.3131616599305884,0.3413599351736121,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.6626290375178607,0.14295513119634462,14.17680606525986,0.5643642212107486,0.6623879549832106,1.4,10.188923643058944,2.0183422283202526,48.02355181647099,0.49755018837869824,7.856603396452438,11.90754601337401,0.2677842473288445,-0.4450003457269566,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.5734773294900866,0.829530145697918,19.94827338427759,0.3003460555030412,0.39875048198489144,1.4,5.0,2.2852430548149525,62.664974715376104,0.6661905314479646,4.270080838743796,4.132011004783104,0.4376282020573732,0.1042395050957181,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.7663134777404514,0.5803980495147284,38.21259670644079,0.09800117753668477,0.3771210377570176,32.75,43.1733982248176,1.9377105720863887,76.9448692193407,0.5495616851657609,9.825045492308638,10.921099162690014,0.2253945961027034,0.38410636720684704,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.6646665092782794,0.37280551237512005,24.164908635479957,0.7140714632243672,0.18476078744009344,1.4,9.027826258160779,2.031260929150271,72.22913911965068,0.5972444074178752,4.791916311736488,11.541454423873613,0.048116946472690804,-0.23621995977611152,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.44542883222405993,0.4178024396300415,15.514885224295394,0.2039031349125353,0.5871536010954017,1.4,5.0,2.3120195855310572,57.55829942376436,0.6906043443832519,4.716213912657063,10.838843612199602,0.16290381112574343,0.15831145373574412,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.7919173269661294,0.4383671033186191,11.38400439876845,0.4331412713722254,0.5923979694918559,1.4,10.239156159100688,1.8372802751310615,48.543812990267426,0.5384977196659777,5.946318909572825,15.537002206265877,0.23965330567923526,-0.42522586771405524,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.24192698192154832,0.6198342639302384,18.82577678729485,0.48834094404124107,0.3562705792998755,1.4,5.0,2.7544948020721294,61.375871174784095,0.3067401247347801,3.802313293541838,15.934133838613173,0.9302231195754359,-0.14384006076948835,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.11930526216378141,0.8840924523400939,34.10338033763382,0.2160244257611953,0.8238650511789807,1.4,5.0,3.23512005727198,76.93543102742274,0.5786710298934368,2.516474089944784,13.196092809380703,0.5759683424976211,0.06255618826244148,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.17654068165929548,0.8895016576912842,20.266969389136253,0.13509981559705664,0.8109121088438854,32.75,15.027522549840892,3.041258999032773,65.64830662720624,0.7103702635560967,4.310854318128729,10.924801540996318,0.9080361898280807,0.30272327801766147,0,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.7140054480069827,0.402342781577597,32.72018579271723,0.3632117132039635,0.14814887583418818,1.4,8.894375360875602,1.9266460324665402,78.68486444499804,0.5215981131972864,3.83986933021994,13.187527395280956,0.0647950671948037,-0.22476291357249628,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.4925956457136793,0.34633621363799255,33.68655923606012,0.9070573167952866,0.6755345490289264,1.4,5.0,2.208749928328112,74.8178987503596,0.5575632505822755,2.934146519685291,7.297281601306468,0.09474996783638513,0.0829902706427354,1,scenario_model_generated_from_literature_calibrated_priors
baseline,pulmonary_reference,0.23708101217856153,0.4559418501667295,11.546264630358532,0.6036220309895793,0.40445128056652,1.4,5.0,2.8288883777860443,43.29681199991984,0.3791298353750606,4.418873762191578,17.637092442903366,0.8463988646943503,-0.13958398174920716,0,scenario_model_generated_from_literature_calibrated_priors
baseline,aortic_high_pressure,0.525888058837859,0.5611408073856433,27.47711208405708,0.3932692055626122,0.9497433659566035,32.75,34.79087117177248,2.400593874819883,76.1674500993771,0.7935921270072761,2.592210760443429,12.963550380406422,0.07421550835970091,0.5396257782402855,1,scenario_model_generated_from_literature_calibrated_priors
